تتبع LL(1) الرسمي: Stack → Lookahead → Action
====================================================================================================
  1 | Start | "برنامج" (Program) | M[Start, Program] = ProgramUnit Eof
406 | AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "," (Comma) | M[AdditionTail, Comma] = ε
407 | RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "," (Comma) | M[RelationTail, Comma] = ε
408 | PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "," (Comma) | M[PrintItemsTail, Comma] = Comma Expression PrintItemsTail
409 | Comma Expression PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "," (Comma) | Match terminal Comma
410 | Expression PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "نقطة_ب" (Identifier) | M[Expression, Identifier] = SimpleExpression RelationTail
411 | SimpleExpression RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "نقطة_ب" (Identifier) | M[SimpleExpression, Identifier] = SignOpt Term AdditionTail
412 | SignOpt Term AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "نقطة_ب" (Identifier) | M[SignOpt, Identifier] = ε
413 | Term AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "نقطة_ب" (Identifier) | M[Term, Identifier] = Factor MultiplicationTail
414 | Factor MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "نقطة_ب" (Identifier) | M[Factor, Identifier] = Access
415 | Access MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "نقطة_ب" (Identifier) | M[Access, Identifier] = Identifier AccessTail
416 | Identifier AccessTail MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "نقطة_ب" (Identifier) | Match terminal Identifier
417 | AccessTail MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "." (Dot) | M[AccessTail, Dot] = Dot Identifier AccessTail
418 | Dot Identifier AccessTail MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "." (Dot) | Match terminal Dot
419 | Identifier AccessTail MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "س" (Identifier) | Match terminal Identifier
420 | AccessTail MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | M[AccessTail, RightParen] = ε
421 | MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | M[MultiplicationTail, RightParen] = ε
422 | AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | M[AdditionTail, RightParen] = ε
423 | RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | M[RelationTail, RightParen] = ε
424 | PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | M[PrintItemsTail, RightParen] = ε
425 | RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | Match terminal RightParen
426 | Semicolon StatementList RightBrace Dot Eof | ";" (Semicolon) | Match terminal Semicolon
427 | StatementList RightBrace Dot Eof | "اطبع" (Print) | M[StatementList, Print] = Statement StatementList
428 | Statement StatementList RightBrace Dot Eof | "اطبع" (Print) | M[Statement, Print] = PrintStatement
429 | PrintStatement StatementList RightBrace Dot Eof | "اطبع" (Print) | M[PrintStatement, Print] = Print LeftParen PrintItems RightParen Semicolon
430 | Print LeftParen PrintItems RightParen Semicolon StatementList RightBrace Dot Eof | "اطبع" (Print) | Match terminal Print
431 | LeftParen PrintItems RightParen Semicolon StatementList RightBrace Dot Eof | "(" (LeftParen) | Match terminal LeftParen
432 | PrintItems RightParen Semicolon StatementList RightBrace Dot Eof | "الإحداثي الصادي (ص) = " (String) | M[PrintItems, String] = Expression PrintItemsTail
433 | Expression PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "الإحداثي الصادي (ص) = " (String) | M[Expression, String] = SimpleExpression RelationTail
434 | SimpleExpression RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "الإحداثي الصادي (ص) = " (String) | M[SimpleExpression, String] = SignOpt Term AdditionTail
435 | SignOpt Term AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "الإحداثي الصادي (ص) = " (String) | M[SignOpt, String] = ε
436 | Term AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "الإحداثي الصادي (ص) = " (String) | M[Term, String] = Factor MultiplicationTail
437 | Factor MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "الإحداثي الصادي (ص) = " (String) | M[Factor, String] = String
438 | String MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "الإحداثي الصادي (ص) = " (String) | Match terminal String
439 | MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "," (Comma) | M[MultiplicationTail, Comma] = ε
440 | AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "," (Comma) | M[AdditionTail, Comma] = ε
441 | RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "," (Comma) | M[RelationTail, Comma] = ε
442 | PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "," (Comma) | M[PrintItemsTail, Comma] = Comma Expression PrintItemsTail
443 | Comma Expression PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "," (Comma) | Match terminal Comma
444 | Expression PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "نقطة_ب" (Identifier) | M[Expression, Identifier] = SimpleExpression RelationTail
445 | SimpleExpression RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "نقطة_ب" (Identifier) | M[SimpleExpression, Identifier] = SignOpt Term AdditionTail
446 | SignOpt Term AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "نقطة_ب" (Identifier) | M[SignOpt, Identifier] = ε
447 | Term AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "نقطة_ب" (Identifier) | M[Term, Identifier] = Factor MultiplicationTail
448 | Factor MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "نقطة_ب" (Identifier) | M[Factor, Identifier] = Access
449 | Access MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "نقطة_ب" (Identifier) | M[Access, Identifier] = Identifier AccessTail
450 | Identifier AccessTail MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "نقطة_ب" (Identifier) | Match terminal Identifier
451 | AccessTail MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "." (Dot) | M[AccessTail, Dot] = Dot Identifier AccessTail
452 | Dot Identifier AccessTail MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "." (Dot) | Match terminal Dot
453 | Identifier AccessTail MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "ص" (Identifier) | Match terminal Identifier
454 | AccessTail MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | M[AccessTail, RightParen] = ε
455 | MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | M[MultiplicationTail, RightParen] = ε
456 | AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | M[AdditionTail, RightParen] = ε
457 | RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | M[RelationTail, RightParen] = ε
458 | PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | M[PrintItemsTail, RightParen] = ε
459 | RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | Match terminal RightParen
460 | Semicolon StatementList RightBrace Dot Eof | ";" (Semicolon) | Match terminal Semicolon
461 | StatementList RightBrace Dot Eof | "اطبع" (Print) | M[StatementList, Print] = Statement StatementList
462 | Statement StatementList RightBrace Dot Eof | "اطبع" (Print) | M[Statement, Print] = PrintStatement
463 | PrintStatement StatementList RightBrace Dot Eof | "اطبع" (Print) | M[PrintStatement, Print] = Print LeftParen PrintItems RightParen Semicolon
464 | Print LeftParen PrintItems RightParen Semicolon StatementList RightBrace Dot Eof | "اطبع" (Print) | Match terminal Print
465 | LeftParen PrintItems RightParen Semicolon StatementList RightBrace Dot Eof | "(" (LeftParen) | Match terminal LeftParen
466 | PrintItems RightParen Semicolon StatementList RightBrace Dot Eof | "رمز النقطة المميز = " (String) | M[PrintItems, String] = Expression PrintItemsTail
467 | Expression PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "رمز النقطة المميز = " (String) | M[Expression, String] = SimpleExpression RelationTail
468 | SimpleExpression RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "رمز النقطة المميز = " (String) | M[SimpleExpression, String] = SignOpt Term AdditionTail
469 | SignOpt Term AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "رمز النقطة المميز = " (String) | M[SignOpt, String] = ε
470 | Term AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "رمز النقطة المميز = " (String) | M[Term, String] = Factor MultiplicationTail
471 | Factor MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "رمز النقطة المميز = " (String) | M[Factor, String] = String
472 | String MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "رمز النقطة المميز = " (String) | Match terminal String
473 | MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "," (Comma) | M[MultiplicationTail, Comma] = ε
474 | AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "," (Comma) | M[AdditionTail, Comma] = ε
475 | RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "," (Comma) | M[RelationTail, Comma] = ε
476 | PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "," (Comma) | M[PrintItemsTail, Comma] = Comma Expression PrintItemsTail
477 | Comma Expression PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "," (Comma) | Match terminal Comma
478 | Expression PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "نقطة_ب" (Identifier) | M[Expression, Identifier] = SimpleExpression RelationTail
479 | SimpleExpression RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "نقطة_ب" (Identifier) | M[SimpleExpression, Identifier] = SignOpt Term AdditionTail
480 | SignOpt Term AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "نقطة_ب" (Identifier) | M[SignOpt, Identifier] = ε
481 | Term AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "نقطة_ب" (Identifier) | M[Term, Identifier] = Factor MultiplicationTail
482 | Factor MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "نقطة_ب" (Identifier) | M[Factor, Identifier] = Access
483 | Access MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "نقطة_ب" (Identifier) | M[Access, Identifier] = Identifier AccessTail
484 | Identifier AccessTail MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "نقطة_ب" (Identifier) | Match terminal Identifier
485 | AccessTail MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "." (Dot) | M[AccessTail, Dot] = Dot Identifier AccessTail
486 | Dot Identifier AccessTail MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "." (Dot) | Match terminal Dot
487 | Identifier AccessTail MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "رمز" (Identifier) | Match terminal Identifier
488 | AccessTail MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | M[AccessTail, RightParen] = ε
489 | MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | M[MultiplicationTail, RightParen] = ε
490 | AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | M[AdditionTail, RightParen] = ε
491 | RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | M[RelationTail, RightParen] = ε
492 | PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | M[PrintItemsTail, RightParen] = ε
493 | RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | Match terminal RightParen
494 | Semicolon StatementList RightBrace Dot Eof | ";" (Semicolon) | Match terminal Semicolon
495 | StatementList RightBrace Dot Eof | "اطبع" (Print) | M[StatementList, Print] = Statement StatementList
496 | Statement StatementList RightBrace Dot Eof | "اطبع" (Print) | M[Statement, Print] = PrintStatement
497 | PrintStatement StatementList RightBrace Dot Eof | "اطبع" (Print) | M[PrintStatement, Print] = Print LeftParen PrintItems RightParen Semicolon
498 | Print LeftParen PrintItems RightParen Semicolon StatementList RightBrace Dot Eof | "اطبع" (Print) | Match terminal Print
499 | LeftParen PrintItems RightParen Semicolon StatementList RightBrace Dot Eof | "(" (LeftParen) | Match terminal LeftParen
500 | PrintItems RightParen Semicolon StatementList RightBrace Dot Eof | "=== إجمالي الإحداثيات ===" (String) | M[PrintItems, String] = Expression PrintItemsTail
501 | Expression PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "=== إجمالي الإحداثيات ===" (String) | M[Expression, String] = SimpleExpression RelationTail
502 | SimpleExpression RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "=== إجمالي الإحداثيات ===" (String) | M[SimpleExpression, String] = SignOpt Term AdditionTail
503 | SignOpt Term AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "=== إجمالي الإحداثيات ===" (String) | M[SignOpt, String] = ε
504 | Term AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "=== إجمالي الإحداثيات ===" (String) | M[Term, String] = Factor MultiplicationTail
505 | Factor MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "=== إجمالي الإحداثيات ===" (String) | M[Factor, String] = String
506 | String MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "=== إجمالي الإحداثيات ===" (String) | Match terminal String
507 | MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | M[MultiplicationTail, RightParen] = ε
508 | AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | M[AdditionTail, RightParen] = ε
509 | RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | M[RelationTail, RightParen] = ε
510 | PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | M[PrintItemsTail, RightParen] = ε
511 | RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | Match terminal RightParen
512 | Semicolon StatementList RightBrace Dot Eof | ";" (Semicolon) | Match terminal Semicolon
513 | StatementList RightBrace Dot Eof | "اطبع" (Print) | M[StatementList, Print] = Statement StatementList
514 | Statement StatementList RightBrace Dot Eof | "اطبع" (Print) | M[Statement, Print] = PrintStatement
515 | PrintStatement StatementList RightBrace Dot Eof | "اطبع" (Print) | M[PrintStatement, Print] = Print LeftParen PrintItems RightParen Semicolon
516 | Print LeftParen PrintItems RightParen Semicolon StatementList RightBrace Dot Eof | "اطبع" (Print) | Match terminal Print
517 | LeftParen PrintItems RightParen Semicolon StatementList RightBrace Dot Eof | "(" (LeftParen) | Match terminal LeftParen
518 | PrintItems RightParen Semicolon StatementList RightBrace Dot Eof | "المجموع الكلي = " (String) | M[PrintItems, String] = Expression PrintItemsTail
519 | Expression PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "المجموع الكلي = " (String) | M[Expression, String] = SimpleExpression RelationTail
520 | SimpleExpression RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "المجموع الكلي = " (String) | M[SimpleExpression, String] = SignOpt Term AdditionTail
521 | SignOpt Term AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "المجموع الكلي = " (String) | M[SignOpt, String] = ε
522 | Term AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "المجموع الكلي = " (String) | M[Term, String] = Factor MultiplicationTail
523 | Factor MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "المجموع الكلي = " (String) | M[Factor, String] = String
524 | String MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "المجموع الكلي = " (String) | Match terminal String
525 | MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "," (Comma) | M[MultiplicationTail, Comma] = ε
526 | AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "," (Comma) | M[AdditionTail, Comma] = ε
527 | RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "," (Comma) | M[RelationTail, Comma] = ε
528 | PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "," (Comma) | M[PrintItemsTail, Comma] = Comma Expression PrintItemsTail
529 | Comma Expression PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "," (Comma) | Match terminal Comma
530 | Expression PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "مجموع_الإحداثيات" (Identifier) | M[Expression, Identifier] = SimpleExpression RelationTail
531 | SimpleExpression RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "مجموع_الإحداثيات" (Identifier) | M[SimpleExpression, Identifier] = SignOpt Term AdditionTail
532 | SignOpt Term AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "مجموع_الإحداثيات" (Identifier) | M[SignOpt, Identifier] = ε
533 | Term AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "مجموع_الإحداثيات" (Identifier) | M[Term, Identifier] = Factor MultiplicationTail
534 | Factor MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "مجموع_الإحداثيات" (Identifier) | M[Factor, Identifier] = Access
535 | Access MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "مجموع_الإحداثيات" (Identifier) | M[Access, Identifier] = Identifier AccessTail
536 | Identifier AccessTail MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | "مجموع_الإحداثيات" (Identifier) | Match terminal Identifier
537 | AccessTail MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | M[AccessTail, RightParen] = ε
538 | MultiplicationTail AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | M[MultiplicationTail, RightParen] = ε
539 | AdditionTail RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | M[AdditionTail, RightParen] = ε
540 | RelationTail PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | M[RelationTail, RightParen] = ε
541 | PrintItemsTail RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | M[PrintItemsTail, RightParen] = ε
542 | RightParen Semicolon StatementList RightBrace Dot Eof | ")" (RightParen) | Match terminal RightParen
543 | Semicolon StatementList RightBrace Dot Eof | ";" (Semicolon) | Match terminal Semicolon
544 | StatementList RightBrace Dot Eof | "}" (RightBrace) | M[StatementList, RightBrace] = ε
545 | RightBrace Dot Eof | "}" (RightBrace) | Match terminal RightBrace
546 | Dot Eof | "." (Dot) | Match terminal Dot
547 | Eof | نهاية الملف | Match terminal Eof
